gender,age,zip,category,amt
0,38,95567,9,1.08
1,56,76048,12,829.05
1,65,80824,6,6.75
0,90,75661,4,82.16
0,23,30009,2,46.29
1,81,99783,11,9.27
1,16,43321,5,5.42
0,32,44233,6,42.63
1,34,80005,4,336.02
1,16,43321,10,57.87
1,45,15557,8,4.82
0,67,72047,12,54.33
0,49,49895,2,55.54
0,46,5733,6,18.88
0,28,43102,4,194.75
1,35,24433,10,71.08
0,27,27837,6,136.31
1,69,68463,0,23.91
0,61,13316,1,62.47
0,86,7711,12,38.68
1,20,63021,1,7.41
0,23,5461,2,64.11
0,37,98027,12,5.66
1,64,63829,7,22.03
1,34,55046,3,26.95
1,57,2180,4,351.91
1,30,20017,6,64.97
0,39,99323,9,27.56
1,31,51632,4,86.68
0,22,46346,10,70.94
0,33,87558,11,786.02
1,49,87533,12,4.63
1,24,4287,6,26.76
0,33,85173,1,6.76
0,55,25442,10,129.96
0,22,18103,2,55.91
0,32,44233,12,67.36
1,60,52572,12,193.55
0,21,15010,8,8.39
0,36,48438,4,195.6
0,31,84002,2,69.37
1,27,49775,4,96.75
0,27,7439,2,56.95
0,48,68638,4,112.29
1,64,32935,2,13.12
1,42,45698,8,814.46
0,80,57717,7,19.21
0,32,29324,1,129.81
0,96,14532,4,294.51
0,28,84003,6,21.34
0,62,67038,12,5.78
0,24,45150,4,301.8
0,57,49879,2,54.59
0,62,40336,7,52.72
0,49,26339,12,3.07
0,72,77358,12,8.28
0,76,61530,2,64.89
1,59,11413,11,4.03
1,57,7764,9,12.39
1,17,31771,0,42.37
1,55,12466,4,148.88
1,47,45051,8,811.86
1,60,52572,5,11.43
0,50,91321,9,12.45
0,40,68859,9,747.9
1,59,22853,6,25.93
0,50,91321,13,6.46
1,59,11413,11,1062.84
0,47,98233,1,89.17
1,40,7208,10,6.04
1,34,56379,11,1125.1
1,66,49632,10,51.29
1,17,53228,1,11.77
0,22,11217,0,10.38
1,22,38761,2,46.25
1,21,72165,9,91.23
1,56,8323,10,31.94
0,46,53801,6,130.52
1,37,11964,9,41.59
0,22,11217,5,16.77
0,75,13342,2,50.73
0,55,56592,1,179.71
0,45,20687,1,1.51
0,55,97452,10,80.11
0,57,97403,2,46.43
0,42,45622,4,97.14
1,41,35229,13,4.24
0,46,63665,4,84.97
1,55,71960,10,17.96
0,28,64058,2,58.2
0,44,56117,12,791.99
0,28,72042,11,972.82
1,32,35022,12,5.84
1,75,16421,7,11.82
1,39,47515,11,1006.73
0,64,16839,5,129.81
1,31,15480,12,107.21
1,39,74047,5,50.34
1,79,48636,2,51.41
1,44,16034,4,78.81
0,32,44233,12,8.37
1,59,83252,2,86.42
0,42,49854,10,127.46
1,25,40077,8,141.59
0,37,28659,9,343.04
1,37,22213,1,4.72
1,30,10463,1,5.45
1,31,51632,11,2.59
1,68,14425,10,111.49
0,27,7439,5,188.72
0,47,1257,11,5.51
0,65,58651,2,60.15
1,68,3858,12,907.51
1,26,49440,1,138.03
0,55,39157,5,44.26
0,31,60913,5,29.34
0,30,96776,3,6.42
0,31,32323,12,6.24
0,23,31632,4,310.48
0,59,76905,9,152.92
0,45,20687,2,54.82
1,37,21750,3,53.38
0,59,43767,5,3.03
1,26,49440,4,54.87
1,30,58015,2,67.17
1,61,89084,12,6.39
0,44,70808,0,51.08
0,35,32960,1,29.14
0,37,29819,7,28.34
0,44,75452,3,67.97
1,65,4047,5,9.28
0,45,79237,10,50.82
1,25,78214,5,127.81
0,37,98238,6,35.6
0,44,26041,11,7.09
1,42,15077,8,97.05
1,63,4210,1,241.36
1,20,45638,9,1.39
0,39,99323,12,118.4
0,46,5733,11,935.2
1,73,36541,4,136.34
0,58,35901,0,49.68
0,37,36869,11,149.53
0,30,12419,0,29.69
1,41,57756,8,129.15
1,21,13752,2,67.76
1,35,54559,6,68.51
1,76,19017,5,75.53
0,29,76050,11,25.24
1,40,50314,11,9.6
1,28,7005,4,33.18
0,53,46143,10,9.51
0,80,45342,5,2.07
0,65,50312,2,73.86
1,55,63453,12,1.89
1,57,13484,6,64.8
0,33,82072,6,152.87
0,37,75703,1,67.36
0,37,82901,12,11.43
0,46,80120,2,68.53
0,48,95453,9,7.46
1,21,3818,1,45.79
1,52,33404,10,13.49
0,28,72042,10,14.47
1,60,21524,2,64.47
0,28,72042,3,38.93
1,61,46366,5,11.7
1,37,22213,3,12.3
0,32,65072,2,58.24
0,58,21658,11,1060.77
0,33,6024,0,57.8
0,25,13469,6,74.68
1,42,15077,5,75.79
0,38,14037,12,9.95
0,48,16329,1,107.75
1,55,63453,0,94.47
0,64,98105,12,884.65
1,21,77566,12,6.36
1,68,11769,7,73.36
1,44,55771,11,97.81
0,92,97476,5,64.91
1,67,28117,10,20.19
1,41,65680,2,9.92
1,52,31329,6,286.09
0,80,68932,3,87.5
0,49,36749,4,93.82
0,39,97034,10,61.26
0,49,22810,2,63.89
1,62,96037,5,18.55
0,62,14510,8,1049.84
0,55,72959,8,786.09
1,45,54154,13,7.06
1,34,32780,4,110.77
0,54,96103,4,305.5
1,53,12093,13,4.23
1,76,74875,12,9.78
1,57,76366,8,299.86
1,75,89319,2,32.53
1,46,22968,7,48.45
0,23,16114,5,2.23
0,50,10962,0,259.07
1,33,87035,4,51.38
0,21,56668,5,75.71
0,44,70808,12,1.79
0,81,81642,7,64.94
0,38,15484,12,93.82
0,34,29809,2,63.43
0,31,84002,6,55.99
1,61,46366,1,23.89
0,48,16329,6,38.08
1,68,14425,6,76.61
1,80,74633,7,21.98
1,46,1545,9,7.16
1,21,13752,1,24.4
0,47,7060,5,76.6
0,33,64114,6,49.04
1,47,14778,4,105.44
1,44,33956,7,58.86
1,39,17088,4,102.74
1,63,4210,12,1.08
0,38,79539,12,9.12
1,55,83643,11,5.31
1,31,47470,9,40.29
1,39,37754,4,77.52
0,40,82227,2,74.85
0,44,26041,0,177.22
1,18,62668,0,64.25
1,54,7022,0,29.75
1,29,79085,9,33.61
0,16,66618,5,91.82
1,67,51453,4,126.0
1,39,62970,8,87.31
0,31,11796,3,48.6
1,65,91711,8,846.07
0,24,95148,3,30.64
0,38,91702,1,20.18
1,83,47838,6,82.4
1,57,10504,11,1096.36
1,37,21750,0,62.04
0,67,36532,12,948.2
0,24,45150,12,4.63
0,44,56546,12,8.36
1,45,82514,6,85.2
0,47,82063,4,331.83
1,34,33040,10,5.14
1,30,33844,10,8.2
0,54,31305,11,12.2
0,50,83646,5,13.88
0,38,15484,3,70.9
1,37,38922,6,118.87
0,35,20036,1,101.13
0,24,51006,9,96.25
1,41,48088,7,57.89
0,43,99160,5,58.85
0,36,48438,4,164.43
0,74,42273,4,331.73
1,41,57756,4,97.5
1,52,37849,12,403.95
0,20,38677,11,7.68
0,63,36009,7,169.57
0,53,46143,6,19.29
0,39,85020,10,46.05
0,63,36009,0,5.34
0,37,75662,12,2.81
1,36,1843,2,62.15
0,62,4680,10,58.62
1,73,10533,4,294.0
0,24,95148,4,62.17
1,31,51632,1,6.8
1,40,82936,11,91.16
1,64,71277,0,23.81
1,29,45801,4,39.43
1,58,67584,12,4.73
1,39,17088,9,36.0
1,54,49613,7,36.29
0,49,36617,11,2.84
1,31,42701,6,63.44
0,64,83869,6,16.37
0,23,30009,8,9.33
0,33,87558,11,1124.48
1,35,23303,8,120.62
1,51,15834,0,22.25
1,45,78248,1,120.26
0,58,84325,7,3.51
0,72,56549,11,957.29
1,52,37849,0,8.8
0,46,29911,2,52.94
0,37,75662,12,365.17
1,26,49440,9,261.17
1,62,94569,7,48.03
1,56,7640,6,27.57
1,55,73134,1,84.17
0,62,14510,5,13.96
0,23,54487,13,6.02
0,50,73564,6,29.61
0,90,41254,9,8.43
0,29,24970,7,55.48
0,33,87558,2,54.93
0,26,15377,12,104.06
1,43,59014,6,84.21
1,65,14707,4,324.38
0,49,36749,11,1003.34
0,32,44233,12,3.16
0,23,16114,13,3.44
0,35,20036,1,86.27
0,49,74536,12,5.32
0,36,21872,1,1.06
0,76,61530,4,70.82
0,37,75703,6,50.42
1,27,82501,4,72.4
1,17,53228,11,5.3
1,52,60193,1,126.69
1,35,1535,9,2.01
1,34,19456,0,62.97
0,47,98233,3,37.41
0,29,76050,4,203.71
1,44,55403,5,187.88
0,32,96136,4,355.18
1,23,12534,4,75.86
0,42,66018,12,221.49
0,35,33872,12,50.78
1,54,83120,2,38.3
0,47,68031,2,75.8
1,63,39665,11,1.35
0,60,38315,6,47.36
0,23,31632,11,2.39
0,31,11796,7,115.37
0,31,11796,2,68.17
0,48,16329,10,8.03
0,29,76050,5,69.59
1,54,95842,8,873.51
0,49,64686,7,12.55
0,50,51521,6,1.44
0,58,62023,8,8.59
1,66,92210,9,93.13
1,27,49775,11,95.95
0,66,79548,5,38.17
0,24,29438,12,188.04
1,19,51003,3,17.74
0,70,70732,2,70.63
1,28,73034,3,69.4
0,22,52563,2,72.89
0,44,12986,11,5.72
1,27,49775,0,80.1
0,25,13469,3,57.62
0,69,73754,0,39.11
1,83,72524,1,13.94
0,39,69165,12,9.02
0,37,82901,6,84.48
1,53,26237,11,7.84
0,30,78584,0,70.74
1,62,96037,11,1.55
1,25,40077,10,3.42
0,39,69165,10,105.34
1,29,79085,9,8.01
0,44,56546,5,23.99
0,29,60432,12,5.31
1,44,97813,0,77.35
0,63,36541,7,83.74
0,33,45307,2,58.92
0,75,15449,6,39.16
0,42,49854,4,157.12
1,67,54499,0,1.8
0,46,29911,12,1.38
0,42,49854,0,60.2
1,32,59710,10,78.44
0,80,57717,6,46.45
1,60,62888,7,142.1
1,75,89319,9,107.96
0,55,56592,1,160.77
0,38,79539,7,49.23
1,75,16421,2,11.48
0,71,68950,9,57.35
0,32,92561,3,40.99
0,40,10039,4,231.31
0,33,82072,1,29.12
1,20,45638,7,14.35
1,22,99033,1,18.38
0,54,78113,2,56.21
0,40,26292,2,59.68
0,36,39073,2,82.7
1,74,48206,7,97.67
1,45,34668,4,308.55
0,71,29061,5,19.62
0,32,65072,12,10.61
0,33,49259,2,82.16
0,37,75662,11,115.03
0,33,6024,10,1.07
1,36,53924,7,49.59
0,63,43330,10,20.91
1,53,26237,2,89.37
1,39,74047,2,89.91
1,34,33040,0,7.93
0,71,39897,5,95.82
1,44,97132,6,15.77
1,29,22311,6,28.83
1,38,43076,11,959.97
0,60,90403,6,36.22
0,33,52535,2,92.65
0,92,29170,7,192.39
0,33,45307,13,8.58
0,45,46254,1,49.01
1,35,30803,11,1119.81
0,33,16858,1,115.05
1,49,48174,8,4.83
0,30,96776,1,31.66
0,87,34112,9,153.55
0,40,68859,12,6.68
1,27,82501,12,707.55
1,51,15010,8,888.13
0,33,32725,12,17.78
0,32,44233,11,9.2
1,42,39113,3,49.21
0,17,60958,9,121.61
1,31,15480,5,72.94
0,49,12037,5,39.82
0,36,21872,4,111.46
0,35,33872,13,2.48
1,24,4287,6,104.46
0,26,49628,5,20.52
1,67,54499,5,1.02
0,57,21102,12,3.42
1,70,22015,6,3.5
0,24,41812,9,48.74
0,34,79772,10,17.28
0,88,42731,4,167.06
1,35,67232,6,67.99
1,61,74555,7,18.98
1,25,40077,8,92.44
0,27,7439,8,2.65
1,49,87533,6,53.82
0,74,39840,12,5.97
0,40,68859,1,104.63
0,37,82901,5,18.08
0,31,60913,1,6.21
0,57,71232,0,3.8
0,50,75092,3,55.7
0,64,98105,8,823.17
0,30,12419,11,7.66
1,52,72354,1,154.46
0,53,14586,4,85.96
0,39,69165,13,7.68
0,29,76050,10,56.9
0,53,97383,12,6.21
0,36,23937,6,12.58
0,61,61830,8,2.01
1,58,67584,0,197.21
1,27,61272,9,29.09
0,54,29817,1,37.42
1,66,47434,10,50.06
0,62,67038,4,320.0
0,20,38677,3,35.81
0,44,33470,11,57.05
0,22,46346,3,47.24
0,61,13316,0,2.67
0,33,85173,10,34.37
0,92,95537,1,37.56
0,23,5461,10,31.56
0,16,66618,6,26.61
0,44,23850,6,7.41
0,90,75661,5,16.95
1,18,62668,2,59.78
0,45,76578,11,5.45
1,42,35776,7,11.58
1,70,70466,6,71.06
1,35,71762,9,1.24
0,36,48438,2,98.5
1,21,72165,5,42.08
0,61,61830,4,133.53
1,72,66070,7,315.25
1,47,50073,12,144.36
0,44,12986,6,19.37
1,65,4047,10,3.38
0,29,80951,1,56.49
1,56,21865,11,1028.46
1,24,89512,6,51.54
0,50,10962,12,1.56
1,32,15324,12,120.38
1,45,54154,6,29.32
0,35,33872,0,9.97
0,94,48043,4,290.93
0,39,85020,10,89.44
0,35,62075,0,97.74
0,38,22046,7,9.98
0,33,82072,3,84.66
1,42,35776,12,9.7
0,40,25526,3,50.13
0,45,72011,12,6.37
0,51,57426,5,50.51
1,47,94619,9,9.88
1,28,73034,6,60.06
0,49,62067,12,7.2
1,37,11964,6,68.04
0,62,25049,6,39.68
1,34,19456,1,55.74
0,48,61454,5,18.33
0,17,60958,0,94.62
0,68,12910,1,131.43
0,36,33967,0,126.79
1,25,99747,4,302.1
0,37,82901,2,10.92
0,46,53801,9,3.04
1,55,35764,4,293.94
0,86,85253,12,9.4
1,31,51632,0,7.11
0,50,74131,4,339.19
0,26,49628,12,6.66
1,83,72524,8,9.34
1,52,72354,1,151.62
0,29,94015,2,51.28
0,55,56592,5,217.13
0,56,38079,1,128.16
1,63,49705,10,21.15
0,24,29438,11,1135.27
0,41,33760,11,1051.32
0,63,12207,12,1017.68
1,65,80824,0,44.88
0,51,12092,8,844.55
1,40,82936,5,76.06
0,34,84540,11,4.98
0,30,13647,9,7.88
0,62,4680,5,131.37
0,36,19149,0,137.83
1,43,59014,4,86.59
1,44,97813,7,52.32
0,33,16858,12,769.35
1,65,61335,6,69.81
1,45,54154,9,1.45
0,37,82901,4,166.55
0,95,31563,7,67.52
0,62,14510,2,48.08
0,55,25442,7,50.24
0,21,71960,3,9.55
0,87,34953,1,57.8
0,50,76665,4,220.32
0,30,13647,10,31.47
0,39,69165,11,1.34
1,74,22824,11,902.07
1,53,56029,2,20.15
1,42,15727,11,972.02
0,41,8014,12,159.25
1,45,78248,4,288.72
0,30,12419,4,110.08
0,30,13647,5,24.54
1,75,43985,2,37.09
1,46,4616,1,48.26
1,48,16858,0,4.16
0,33,64114,4,184.68
1,48,93627,7,50.73
1,37,40914,4,92.91
0,32,64019,2,44.33
1,75,89319,4,99.93
0,24,45150,11,23.05
1,30,5486,5,75.49
1,21,3818,7,42.57
0,42,33811,5,24.01
0,36,23937,12,2.18
1,45,48850,8,866.57
0,27,7439,7,230.48
0,47,1257,6,118.57
0,55,56592,2,76.03
0,25,77327,11,941.18
1,31,51632,2,9.07
0,68,12910,8,6.38
1,21,3818,4,58.25
1,51,80014,12,971.83
1,32,15324,1,54.69
0,40,26292,1,2.08
1,49,35747,0,131.7
0,50,91321,1,17.53
1,38,58769,9,32.05
0,77,37411,4,314.25
1,26,49440,2,82.94
0,60,38315,7,76.47
1,57,50421,2,64.34
1,41,25213,4,283.6
1,75,89319,11,1.8
1,23,79252,12,2.78
0,50,10962,10,64.45
1,62,96037,11,1.2
1,74,22824,0,7.54
1,25,40077,5,47.73
0,44,56117,10,21.61
0,39,99323,6,30.71
1,57,7764,7,101.45
0,37,82901,4,205.38
0,33,52535,9,2.9
0,71,75858,8,9.85
0,63,36009,6,24.96
1,55,12466,8,5.32
0,84,97375,8,855.41
1,35,15056,10,73.92
1,58,67584,6,16.05
0,58,72341,6,23.5
0,27,29127,11,32.0
1,27,13811,6,77.52
0,48,61454,13,73.18
0,50,41056,1,67.45
0,50,73564,1,1.69
1,60,52572,1,53.39
1,41,62571,9,41.5
1,33,81005,4,58.22
1,46,22968,2,51.35
0,22,46346,0,108.62
0,28,64058,9,191.91
0,94,1612,0,407.08
0,27,37932,3,51.89
0,30,12419,0,62.35
1,28,73034,11,7.82
0,88,42731,2,79.41
0,46,63665,4,112.95
1,62,64017,4,140.56
1,44,55771,2,72.43
0,33,28654,12,13.43
0,38,91702,9,59.66
0,45,20687,10,80.4
0,33,27522,12,12.03
0,66,86329,4,104.98
0,70,34120,2,8.45
0,65,97441,6,20.34
1,25,4953,2,55.36
0,27,27837,10,16.07
0,52,67545,11,974.94
0,34,15486,1,8.67
0,17,60958,9,32.9
1,37,27258,4,55.26
0,46,63665,2,53.19
1,41,35229,7,90.04
1,22,38761,7,26.5
0,61,39769,5,45.97
1,46,22968,4,102.84
1,59,84735,2,26.49
1,31,84532,6,15.74
1,27,82501,11,857.79
0,29,24970,8,6.72
0,50,51521,1,6.76
0,84,97375,4,113.92
0,36,21872,10,43.78
1,75,89319,0,171.24
1,35,23303,6,72.86
1,47,14778,12,127.21
0,44,56546,3,64.5
1,84,11419,10,27.05
0,21,56668,12,144.01
1,48,35811,2,45.81
0,16,66618,4,312.42
1,46,4616,5,70.95
1,75,28423,7,65.94
0,64,31092,7,98.55
0,95,72513,12,3.55
1,39,46322,9,278.0
0,61,44265,0,57.07
0,51,12092,2,67.31
0,68,12910,9,3.92
1,86,55001,2,107.17
0,32,64019,10,173.64
1,18,62668,2,53.58
1,46,22968,4,282.31
1,45,78248,6,23.25
0,38,77026,12,89.27
0,72,50535,5,65.24
0,36,23937,12,2.65
1,29,79085,6,68.51
0,34,35554,0,4.33
1,34,46723,2,64.42
0,82,43160,2,74.81
1,47,45051,6,88.95
0,23,5461,2,47.41
1,45,54154,6,48.22
0,25,77327,2,52.53
0,29,14816,6,94.66
0,36,33967,7,74.84
0,50,83646,2,46.27
0,30,13647,1,2.51
0,38,50469,12,777.95
0,38,77412,8,82.98
0,39,69165,1,1.38
0,36,73027,4,68.19
1,39,17088,4,112.76
1,79,56729,2,18.83
0,54,33620,7,152.89
0,55,56592,11,2.87
1,27,56152,9,37.45
1,89,12410,4,352.48
1,47,50073,7,46.67
1,39,37754,7,4.07
1,65,61335,4,127.02
0,44,12986,6,21.08
1,75,28423,12,9.45
0,70,95528,13,6.45
1,55,96135,9,34.87
1,79,56729,7,94.99
0,64,44483,7,33.34
0,50,36758,6,13.64
0,30,78584,3,48.62
0,30,13367,4,209.0
0,26,49628,6,4.11
0,38,28405,6,149.13
1,49,87533,3,29.64
1,23,12534,0,115.99
0,44,12986,5,75.56
0,44,72476,12,966.94
1,42,15727,3,52.3
0,80,68932,6,5.22
1,47,90650,7,32.43
1,57,7764,1,61.48
0,75,15449,5,24.59
1,21,3818,4,59.85
1,21,72165,12,206.45
1,36,60072,6,88.01
0,32,65072,7,17.48
0,57,31547,8,1.06
1,43,53061,9,1.08
0,50,83646,2,49.9
1,59,43903,11,1268.18
1,30,31630,4,289.87
0,40,10039,12,1.8
0,95,31563,9,1.48
0,54,87116,12,3.56
0,42,63867,12,5.33
1,66,35651,3,16.39
0,54,33620,12,7.04
1,63,73719,11,1222.17
1,66,46702,0,5.49
0,44,12986,8,232.03
0,21,19947,4,280.26
0,22,46346,2,59.88
0,56,76857,2,50.01
0,30,62661,2,40.42
0,49,49895,7,8.09
0,68,64470,6,13.76
1,22,38761,5,40.92
1,49,12460,12,146.3
1,36,63010,0,217.5
0,31,32323,5,20.81
1,24,4287,12,3.46
0,55,92882,6,109.26
0,37,36869,6,19.88
0,81,23666,7,89.34
1,61,53559,10,20.4
0,23,16114,0,68.4
1,66,35651,4,93.21
0,68,35581,11,9.46
0,50,91321,11,2.93
1,64,71832,12,2.18
0,32,29320,2,38.22
0,22,11217,5,42.22
0,49,59448,6,28.95
0,46,62262,7,29.31
1,58,56068,0,28.69
0,92,63336,2,22.22
1,17,31771,12,3.05
0,61,39769,2,78.07
1,30,10463,1,25.57
0,94,1612,12,2.65
0,65,37165,1,68.65
1,57,50421,13,4.36
0,44,70808,12,7.88
1,47,50073,4,116.24
0,50,11710,6,19.55
1,36,75048,6,34.81
0,82,43160,10,21.73
1,66,3220,6,44.3
0,32,29320,12,7.37
1,37,21750,1,9.35
1,45,54154,4,42.62
1,46,64659,1,47.84
0,55,97452,2,46.4
1,27,5654,11,1065.73
0,72,50535,10,12.03
1,55,35764,9,9.85
0,34,84540,10,37.3
1,66,46702,4,111.19
0,51,92637,4,275.75
0,59,27807,9,28.01
1,77,76566,2,37.36
1,22,99033,11,132.05
1,67,51453,7,105.96
1,43,59014,1,57.76
1,76,19017,1,26.09
1,49,48174,8,579.55
1,65,80824,11,53.87
0,57,21102,2,11.28
0,31,11796,12,1.56
0,31,60913,6,262.94
1,26,59871,8,663.66
1,91,40056,9,2.84
0,36,33967,12,105.99
0,50,36758,2,45.33
0,76,61530,4,107.19
1,87,70065,11,1014.61
0,92,36507,10,80.98
1,46,4616,8,731.04
1,39,91206,11,8.01
0,50,91321,11,107.45
1,45,78248,11,843.72
0,34,17060,9,1.7
1,30,54441,6,77.72
1,93,14445,4,77.77
1,29,79085,12,136.89
0,33,28654,6,25.81
1,47,15217,4,56.57
0,49,36617,1,59.34
1,42,95827,6,118.61
1,63,39665,11,37.48
1,27,61272,1,50.7
0,81,24070,2,66.79
0,42,66018,0,93.78
1,42,54418,2,69.01
0,55,43408,0,17.02
0,32,64019,3,44.22
0,53,62673,12,1.43
0,57,21102,2,73.25
0,55,92882,9,501.12
0,40,49101,1,61.41
1,68,67635,5,47.18
0,71,39897,2,54.53
0,33,45307,3,54.32
0,64,16839,7,129.01
0,78,21405,6,89.82
0,50,73564,8,9.46
0,47,37040,2,58.36
1,69,79413,4,72.83
1,28,73034,4,68.55
1,62,92128,2,72.68
1,27,78631,11,960.06
1,51,63533,2,75.86
0,80,68932,7,49.62
1,23,12534,12,5.85
1,65,61335,4,123.0
0,71,39897,2,93.39
0,36,73027,6,56.74
1,79,29860,11,1.26
0,64,31092,11,862.51
0,67,72047,1,79.25
0,46,80120,12,7.78
0,36,64874,1,31.15
1,52,21913,1,51.97
0,35,32960,12,17.07
1,95,41836,5,61.83
1,35,1535,4,271.17
1,42,7750,8,5.12
0,63,43330,7,9.55
0,61,41810,6,45.99
0,37,29819,3,54.61
1,41,25213,12,736.9
1,35,60091,11,1025.92
0,36,21872,12,2.75
1,48,70056,8,95.4
0,48,92585,12,1746.73
0,48,95453,10,32.65
0,49,17041,7,8.99
1,47,94619,12,2.02
1,47,94619,3,97.39
1,31,51632,11,8.06
1,75,96038,2,64.65
1,62,92128,2,54.89
0,33,64114,1,56.99
0,36,62926,10,46.74
1,88,44804,4,142.5
0,67,16048,10,55.02
0,47,1257,0,7.64
1,54,83120,7,12.91
1,48,16858,6,68.22
0,33,87558,6,19.2
0,50,76665,6,38.07
0,54,33620,7,45.08
1,37,40914,11,98.14
1,33,3601,4,113.4
1,51,77971,9,5.52
0,23,5461,9,8.81
1,47,68869,6,82.85
1,41,57756,10,78.68
0,30,13367,4,226.66
0,38,77026,12,1.7
1,53,29209,10,5.35
1,41,79063,10,74.95
0,44,12986,7,32.27
0,58,10970,2,83.12
1,17,31771,0,38.41
0,36,33967,12,722.07
1,75,43985,1,111.76
0,36,23937,11,4.89
1,35,23303,9,34.98
1,48,35811,12,6.06
0,95,31563,2,44.07
1,42,35776,2,68.04
0,60,38315,6,46.6
1,40,82936,9,32.12
0,81,81642,2,61.07
1,89,80138,11,14.55
0,55,43408,1,5.21
0,69,88256,0,6.56
0,36,13361,0,97.53
0,36,19149,9,14.92
0,44,72476,0,15.66
1,34,76248,4,26.03
0,49,12037,9,12.4
0,26,49628,5,3.72
1,33,3601,5,75.47
1,41,35229,8,777.94
1,88,4074,7,129.04
1,39,47515,13,425.84
1,35,49629,4,92.8
1,93,14445,12,895.43
0,67,94971,10,107.84
0,27,37932,10,262.08
0,17,60958,4,31.62
1,86,39825,0,49.68
0,52,67545,5,101.58
0,47,7060,11,48.23
1,44,97813,8,86.45
0,33,45307,7,50.61
1,47,15217,1,32.6
0,54,29817,8,7.08
1,84,12575,11,964.5
1,35,30803,2,70.0
0,21,56668,4,59.19
0,47,7060,4,190.05
1,60,21524,0,13.72
1,27,61272,1,71.46
1,33,3601,9,41.09
0,38,28405,5,35.88
1,43,59014,9,43.83
0,63,72059,11,9.52
1,52,30257,12,1084.51
1,76,19017,11,22.25
0,46,5733,6,24.93
0,92,29170,12,3.82
1,55,96135,8,7.35
1,46,66616,2,56.33
0,40,82227,4,95.12
0,67,36532,12,900.57
0,44,70808,10,91.81
0,53,44902,12,957.28
0,49,74536,9,7.68
1,59,62424,7,106.03
1,43,12455,12,110.75
0,74,39840,1,33.6
0,22,18103,12,5.9
1,42,7750,2,76.09
1,39,17088,9,40.15
0,32,44233,7,85.08
1,47,15217,3,71.29
0,90,75661,9,3.96
0,64,98304,4,325.92
1,23,15686,0,123.02
1,51,20012,13,8.37
1,51,48202,5,26.85
0,45,62856,0,7.19
1,46,48034,7,28.16
0,57,21102,0,33.62
1,37,27258,4,47.33
1,47,45051,10,71.73
1,56,8323,7,7.21
0,69,17327,10,2.04
0,57,97403,4,118.65
0,57,97403,8,5.42
0,71,29061,4,281.93
0,33,64114,7,19.58
0,44,56546,7,165.97
0,28,64058,11,8.36
0,24,45150,1,39.65
0,66,95148,12,969.64
0,44,56546,9,4.57
0,29,14816,4,82.38
1,31,15480,11,955.85
0,63,43330,10,34.05
0,72,32065,8,844.23
0,50,51521,7,38.46
0,30,78584,1,68.69
0,56,76857,6,43.67
0,30,13647,4,76.46
0,42,49854,11,9.48
1,51,20012,8,6.54
1,47,90650,7,66.33
1,30,33844,0,89.35
1,62,94569,12,9.43
1,52,52576,7,71.72
0,27,27837,7,100.58
0,25,2908,4,274.06
0,26,49628,8,11.52
0,28,67851,10,7.92
0,65,37165,2,65.15
0,49,58259,11,1059.12
1,69,79413,5,27.09
0,22,46346,11,31.46
1,44,55403,11,973.89
1,34,76248,0,51.31
1,67,51453,6,26.39
0,50,83646,13,7.55
1,42,15077,1,59.01
0,33,87558,6,25.39
0,29,80951,0,36.62
1,32,33710,6,2.96
0,37,98238,12,788.66
1,64,71277,13,6.86
0,46,63665,6,1.65
0,90,75661,9,1.42
0,27,13304,2,73.96
0,53,33909,0,129.45
0,79,53153,10,158.64
0,75,15449,5,5.66
0,52,67545,9,77.03
0,44,75452,9,42.27
1,68,14425,11,9.83
0,82,43160,0,42.12
1,73,68973,5,100.61
0,27,13304,7,49.12
1,23,12534,11,1.87
0,61,33417,10,8.69
0,76,61530,1,56.44
0,27,13304,4,90.99
1,40,7208,6,80.42
1,22,99033,7,16.52
1,53,56029,1,10.61
0,40,10039,5,19.98
1,27,5654,4,299.98
1,50,14733,9,41.19
0,52,98836,11,4.47
0,47,7060,7,17.71
0,24,95148,8,2.65
1,46,64659,10,75.69
1,88,4074,2,57.0
0,46,80120,1,36.51
0,23,30009,6,13.17
1,65,28372,13,3.79
0,44,72529,8,522.19
1,34,95629,1,51.59
0,49,57374,10,12.1
0,53,97383,1,114.67
1,42,15727,0,81.52
0,32,29320,2,66.8
0,49,36617,7,69.02
0,33,87558,9,735.44
0,80,45342,8,2.22
0,51,35903,5,2.37
1,28,73034,3,46.1
0,38,77412,6,1.81
1,41,62571,6,85.43
0,33,11955,7,19.52
0,25,55080,5,10.3
1,42,34112,12,2.34
0,24,41812,9,177.83
1,77,56019,5,73.17
1,66,92210,7,46.2
0,82,12222,11,1016.64
0,40,26292,6,9.75
0,42,63867,10,167.18
1,24,89512,2,54.63
0,40,10039,6,43.5
0,82,43160,9,4.51
1,16,43321,10,26.4
0,48,50664,5,90.92
0,60,38315,2,8.22
1,61,89084,7,114.02
1,34,32780,4,57.08
1,79,97033,1,7.2
0,80,68932,9,4.94
1,75,89319,4,100.14
1,56,7640,11,97.53
0,63,72059,10,54.95
1,31,5084,12,796.1
0,34,17060,7,72.57
0,43,99160,4,99.77
0,33,28654,10,17.2
0,45,20687,0,136.57
1,57,59542,0,38.57
1,18,62668,0,141.49
0,47,28073,6,52.69
0,40,18433,6,9.5
1,45,73624,8,782.4
1,25,68117,0,40.03
1,29,79085,7,52.02
